filename,path,word
YARN - Shit - Violent Night - Video clips by quotes - 91f3f2a9 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Violent Night - Video clips by quotes - 91f3f2a9 - 紗.wav,Shit
2e0d80f7_nohash_0,Dataset\mono_audio\Other\2e0d80f7_nohash_0.wav,Other
0f3f64d5_nohash_1,Dataset\mono_audio\Other\0f3f64d5_nohash_1.wav,Other
YARN - Shit - Violent Night - Video clips by quotes - 92da964c - 紗,Dataset\mono_audio\Shit\YARN - Shit - Violent Night - Video clips by quotes - 92da964c - 紗.wav,Shit
YARN - Fuck - The Offer (2022) - S01E06 A Stand Up Guy - Video clips by quotes - 7cac5971 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - The Offer (2022) - S01E06 A Stand Up Guy - Video clips by quotes - 7cac5971 - 紗.wav,Fuck
YARN - Fuck - Ozark (2017) - S04E02 Let the Great World Spin - Video clips by quotes - dbdddc21 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Ozark (2017) - S04E02 Let the Great World Spin - Video clips by quotes - dbdddc21 - 紗.wav,Fuck
YARN - Fuck - Dead To Me (2019) - S03E01 We've Been Here Before - Video clips by quotes - a7d8ba95 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Dead To Me (2019) - S03E01 We've Been Here Before - Video clips by quotes - a7d8ba95 - 紗.wav,Fuck
YARN - Fuck - Domino - Video clips by quotes - ce58851e - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Domino - Video clips by quotes - ce58851e - 紗.wav,Fuck
2aec99ec_nohash_0,Dataset\mono_audio\Other\2aec99ec_nohash_0.wav,Other
YARN - Fuck! - The Bodyguard (1992) - Video clips by quotes - 311c9c58 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - The Bodyguard (1992) - Video clips by quotes - 311c9c58 - 紗.wav,Fuck
YARN - Fuck! - Ozark (2017) - S03E02 Civil Union - Video clips by quotes - ad18cf4e - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Ozark (2017) - S03E02 Civil Union - Video clips by quotes - ad18cf4e - 紗.wav,Fuck
01bb6a2a_nohash_3,Dataset\mono_audio\Other\01bb6a2a_nohash_3.wav,Other
0cd323ec_nohash_1,Dataset\mono_audio\Other\0cd323ec_nohash_1.wav,Other
YARN - Fuck - Firefly Lane (2021) - S02E01 Wish You Were Here - Video clips by quotes - 3c63d631 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Firefly Lane (2021) - S02E01 Wish You Were Here - Video clips by quotes - 3c63d631 - 紗.wav,Fuck
YARN - Shit! - Flight - Video clips by quotes - 24eb8cbd - 紗,Dataset\mono_audio\Shit\YARN - Shit! - Flight - Video clips by quotes - 24eb8cbd - 紗.wav,Shit
YARN - Fuck - I Care a Lot - Video clips by quotes - 1ae9038f - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - I Care a Lot - Video clips by quotes - 1ae9038f - 紗.wav,Fuck
YARN - Fuck - Ozark (2017) - S04E10 You're the Boss - Video clips by quotes - fb62eb12 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Ozark (2017) - S04E10 You're the Boss - Video clips by quotes - fb62eb12 - 紗.wav,Fuck
YARN - Fuck - Dude - Video clips by quotes - 52b85514 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Dude - Video clips by quotes - 52b85514 - 紗.wav,Fuck
0d393936_nohash_1,Dataset\mono_audio\Other\0d393936_nohash_1.wav,Other
YARN - Shit - Like Father Like Son - Video clips by quotes - faf53ab1 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Like Father Like Son - Video clips by quotes - faf53ab1 - 紗.wav,Shit
YARN - Shit! - The Happytime Murders - Video clips by quotes - 96497657 - 紗,Dataset\mono_audio\Shit\YARN - Shit! - The Happytime Murders - Video clips by quotes - 96497657 - 紗.wav,Shit
YARN - Shit - Ozark (2017) - S04E13 Mud - Video clips by quotes - 474c7d66 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Ozark (2017) - S04E13 Mud - Video clips by quotes - 474c7d66 - 紗.wav,Shit
2ad772d6_nohash_0,Dataset\mono_audio\Other\2ad772d6_nohash_0.wav,Other
88f3719f_nohash_0,Dataset\mono_audio\Other\88f3719f_nohash_0.wav,Other
471a0925_nohash_2,Dataset\mono_audio\Other\471a0925_nohash_2.wav,Other
0ab3b47d_nohash_0,Dataset\mono_audio\Other\0ab3b47d_nohash_0.wav,Other
0b77ee66_nohash_1,Dataset\mono_audio\Other\0b77ee66_nohash_1.wav,Other
YARN - Shit - Inside Job (2021) - S01E08 Buzzkill - Video clips by quotes - 50ba1e09 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Inside Job (2021) - S01E08 Buzzkill - Video clips by quotes - 50ba1e09 - 紗.wav,Shit
YARN - Fuck - Succession (2018) - S01E10 Nobody Is Ever Missing - Video clips by quotes - 04270283 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Succession (2018) - S01E10 Nobody Is Ever Missing - Video clips by quotes - 04270283 - 紗.wav,Fuck
3ab9ba07_nohash_0,Dataset\mono_audio\Other\3ab9ba07_nohash_0.wav,Other
YARN - Shit - Ozark (2017) - S02E03 Once a Langmore - Video clips by quotes - 60157cc3 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Ozark (2017) - S02E03 Once a Langmore - Video clips by quotes - 60157cc3 - 紗.wav,Shit
YARN - Shit - Fate- The Winx Saga (2021) - S01E04 Some Wrecked Angel - Video clips by quotes - ba2b2d38 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Fate- The Winx Saga (2021) - S01E04 Some Wrecked Angel - Video clips by quotes - ba2b2d38 - 紗.wav,Shit
0c40e715_nohash_0,Dataset\mono_audio\Other\0c40e715_nohash_0.wav,Other
YARN - Shit! - Like Father Like Son - Video clips by quotes - 03177166 - 紗,Dataset\mono_audio\Shit\YARN - Shit! - Like Father Like Son - Video clips by quotes - 03177166 - 紗.wav,Shit
YARN - Fuck! - Halloween Kills - Video clips by quotes - 7bcafd9d - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Halloween Kills - Video clips by quotes - 7bcafd9d - 紗.wav,Fuck
YARN - Fuck - Pam & Tommy (2022) - S01E01 Drilling and Pounding - Video clips by quotes - 2dbb70a2 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Pam & Tommy (2022) - S01E01 Drilling and Pounding - Video clips by quotes - 2dbb70a2 - 紗.wav,Fuck
YARN - Fuck! - Ozark (2017) - S01E08 Kaleidoscope - Video clips by quotes - b394bf16 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Ozark (2017) - S01E08 Kaleidoscope - Video clips by quotes - b394bf16 - 紗.wav,Fuck
YARN - Fuck! - Ozark (2017) - S04E13 Mud - Video clips by quotes - 2990af8e - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Ozark (2017) - S04E13 Mud - Video clips by quotes - 2990af8e - 紗.wav,Fuck
1c1060b1_nohash_1,Dataset\mono_audio\Other\1c1060b1_nohash_1.wav,Other
YARN - Fuck - Shrinking (2023) - S01E02 Fortress of Solitude - Video clips by quotes - 019cf0ec - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Shrinking (2023) - S01E02 Fortress of Solitude - Video clips by quotes - 019cf0ec - 紗.wav,Fuck
YARN - Shit - Shang-Chi and the Legend of the Ten Rings - Video clips by quotes - 58580209 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Shang-Chi and the Legend of the Ten Rings - Video clips by quotes - 58580209 - 紗.wav,Shit
1ffd513b_nohash_0,Dataset\mono_audio\Other\1ffd513b_nohash_0.wav,Other
YARN - Shit - The Happytime Murders - Video clips by quotes - a5c24eba - 紗,Dataset\mono_audio\Shit\YARN - Shit - The Happytime Murders - Video clips by quotes - a5c24eba - 紗.wav,Shit
4fd4d073_nohash_0,Dataset\mono_audio\Other\4fd4d073_nohash_0.wav,Other
YARN - Shit - Dead To Me (2019) - S03E07 Can We Be Honest - Video clips by quotes - 7d4f13d0 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Dead To Me (2019) - S03E07 Can We Be Honest - Video clips by quotes - 7d4f13d0 - 紗.wav,Shit
YARN - Shit - The Bodyguard (1992) - Video clips by quotes - 1f0249ca - 紗,Dataset\mono_audio\Shit\YARN - Shit - The Bodyguard (1992) - Video clips by quotes - 1f0249ca - 紗.wav,Shit
1d1fe0a0_nohash_0,Dataset\mono_audio\Other\1d1fe0a0_nohash_0.wav,Other
YARN - Shit - Succession (2018) - S01E08 Prague - Video clips by quotes - bef8d0c7 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Succession (2018) - S01E08 Prague - Video clips by quotes - bef8d0c7 - 紗.wav,Shit
YARN - shit! - Euphoria (2019) - S01E01 Pilot - Video clips by quotes - 9a56969d - 紗,Dataset\mono_audio\Shit\YARN - shit! - Euphoria (2019) - S01E01 Pilot - Video clips by quotes - 9a56969d - 紗.wav,Shit
4d9e07cf_nohash_2,Dataset\mono_audio\Other\4d9e07cf_nohash_2.wav,Other
YARN - Fuck - Prisoners - Video clips by quotes - 20dde289 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Prisoners - Video clips by quotes - 20dde289 - 紗.wav,Fuck
YARN - Fuck! - Jack Ryan (2017) - S02E03 Orinoco - Video clips by quotes - defa2fdb - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Jack Ryan (2017) - S02E03 Orinoco - Video clips by quotes - defa2fdb - 紗.wav,Fuck
0b77ee66_nohash_0,Dataset\mono_audio\Other\0b77ee66_nohash_0.wav,Other
0ac15fe9_nohash_0,Dataset\mono_audio\Other\0ac15fe9_nohash_0.wav,Other
"Yarn - Fuck - Pam & Tommy (2022) - S01e02 I Love You, Tommy - Video Clips By Quotes - Ca1515fb - 紗","Dataset\mono_audio\Fuck\Yarn - Fuck - Pam & Tommy (2022) - S01e02 I Love You, Tommy - Video Clips By Quotes - Ca1515fb - 紗.wav",Fuck
377e916b_nohash_1,Dataset\mono_audio\Other\377e916b_nohash_1.wav,Other
YARN - Fuck - Memento - Video clips by quotes - 403a91ae - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Memento - Video clips by quotes - 403a91ae - 紗.wav,Fuck
YARN - Shit - Halloween Kills - Video clips by quotes - 57d6b9bc - 紗,Dataset\mono_audio\Shit\YARN - Shit - Halloween Kills - Video clips by quotes - 57d6b9bc - 紗.wav,Shit
YARN - Shit - Jack Ryan (2017) - S02E03 Orinoco - Video clips by quotes - 5b34a85c - 紗,Dataset\mono_audio\Shit\YARN - Shit - Jack Ryan (2017) - S02E03 Orinoco - Video clips by quotes - 5b34a85c - 紗.wav,Shit
YARN - Fuck! - Ozark (2017) - S04E08 The Cousin of Death - Video clips by quotes - 081ae4a4 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Ozark (2017) - S04E08 The Cousin of Death - Video clips by quotes - 081ae4a4 - 紗.wav,Fuck
YARN - Fuck! - Domino - Video clips by quotes - 8f495618 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Domino - Video clips by quotes - 8f495618 - 紗.wav,Fuck
YARN - Shit! - Zorro- The Gay Blade - Video clips by quotes - 4f4dc925 - 紗,Dataset\mono_audio\Shit\YARN - Shit! - Zorro- The Gay Blade - Video clips by quotes - 4f4dc925 - 紗.wav,Shit
YARN - Fuck! - The Recruit (2022) - S01E02 NLTSYP - Video clips by quotes - 8c060ec1 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - The Recruit (2022) - S01E02 NLTSYP - Video clips by quotes - 8c060ec1 - 紗.wav,Fuck
YARN - Fuck - Prisoners - Video clips by quotes - e4184d93 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Prisoners - Video clips by quotes - e4184d93 - 紗.wav,Fuck
1b4c9b89_nohash_4,Dataset\mono_audio\Other\1b4c9b89_nohash_4.wav,Other
YARN - Fuck - Ozark (2017) - S03E05 It Came from Michoacán - Video clips by quotes - 8f3758fc - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Ozark (2017) - S03E05 It Came from Michoacán - Video clips by quotes - 8f3758fc - 紗.wav,Fuck
YARN - Fuck! - 1899 (2022) - S01E05 The Calling - Video clips by quotes - 4230c516 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - 1899 (2022) - S01E05 The Calling - Video clips by quotes - 4230c516 - 紗.wav,Fuck
YARN - shit - Runaways (2017) - S01E09 Doomsday - Video clips by quotes - c8b5f7ce - 紗,Dataset\mono_audio\Shit\YARN - shit - Runaways (2017) - S01E09 Doomsday - Video clips by quotes - c8b5f7ce - 紗.wav,Shit
YARN - Shit - Manny & Lo - Video clips by quotes - fe682ce3 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Manny & Lo - Video clips by quotes - fe682ce3 - 紗.wav,Shit
1dce06e8_nohash_0,Dataset\mono_audio\Other\1dce06e8_nohash_0.wav,Other
YARN - Fuck! - Violent Night - Video clips by quotes - fc6718f2 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Violent Night - Video clips by quotes - fc6718f2 - 紗.wav,Fuck
0f3f64d5_nohash_2,Dataset\mono_audio\Other\0f3f64d5_nohash_2.wav,Other
YARN - Fuck! - Ozark (2017) - S03E01 Wartime - Video clips by quotes - f0410a39 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Ozark (2017) - S03E01 Wartime - Video clips by quotes - f0410a39 - 紗.wav,Fuck
YARN - Fuck - Warrior Nun (2020) - S02E05 Mark 10-45 - Video clips by quotes - 318ef583 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Warrior Nun (2020) - S02E05 Mark 10-45 - Video clips by quotes - 318ef583 - 紗.wav,Fuck
YARN - Shit - Squid Game (2021) - S01E08 Front Man - Video clips by quotes - 83efebaa - 紗,Dataset\mono_audio\Shit\YARN - Shit - Squid Game (2021) - S01E08 Front Man - Video clips by quotes - 83efebaa - 紗.wav,Shit
YARN - Fuck - Pam & Tommy (2022) - S01E04 The Master Beta - Video clips by quotes - 910a0905 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Pam & Tommy (2022) - S01E04 The Master Beta - Video clips by quotes - 910a0905 - 紗.wav,Fuck
YARN - Fuck! - Payback - Video clips by quotes - 27b9cb22 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Payback - Video clips by quotes - 27b9cb22 - 紗.wav,Fuck
YARN - Shit - SpaceCamp - Video clips by quotes - 5bfd99c9 - 紗,Dataset\mono_audio\Shit\YARN - Shit - SpaceCamp - Video clips by quotes - 5bfd99c9 - 紗.wav,Shit
YARN - Fuck - Ozark (2017) - S03E05 It Came from Michoacán - Video clips by quotes - 1f2f924c - 紗,Dataset\mono_audio\Fuck\YARN - Fuck - Ozark (2017) - S03E05 It Came from Michoacán - Video clips by quotes - 1f2f924c - 紗.wav,Fuck
377e916b_nohash_0,Dataset\mono_audio\Other\377e916b_nohash_0.wav,Other
YARN - Shit - The Sopranos (1999) - S03E12 Drama - Video clips by quotes - e0a68269 - 紗,Dataset\mono_audio\Shit\YARN - Shit - The Sopranos (1999) - S03E12 Drama - Video clips by quotes - e0a68269 - 紗.wav,Shit
YARN - Fuck! - I Care a Lot - Video clips by quotes - b786a3da - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - I Care a Lot - Video clips by quotes - b786a3da - 紗.wav,Fuck
3ab9ba07_nohash_1,Dataset\mono_audio\Other\3ab9ba07_nohash_1.wav,Other
YARN - Fuck! - Succession (2018) - S01E03 Lifeboats - Video clips by quotes - 8b0f8f33 - 紗,Dataset\mono_audio\Fuck\YARN - Fuck! - Succession (2018) - S01E03 Lifeboats - Video clips by quotes - 8b0f8f33 - 紗.wav,Fuck
1fe4c891_nohash_1,Dataset\mono_audio\Other\1fe4c891_nohash_1.wav,Other
YARN - Shit - Jack Ryan (2017) - S02E01 Cargo - Video clips by quotes - a524a395 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Jack Ryan (2017) - S02E01 Cargo - Video clips by quotes - a524a395 - 紗.wav,Shit
1d919a90_nohash_2,Dataset\mono_audio\Other\1d919a90_nohash_2.wav,Other
YARN - Shit - Black Adam - Video clips by quotes - 3717a4dd - 紗,Dataset\mono_audio\Shit\YARN - Shit - Black Adam - Video clips by quotes - 3717a4dd - 紗.wav,Shit
YARN - Shit - Euphoria (2019) - S01E01 Pilot - Video clips by quotes - 23a32386 - 紗,Dataset\mono_audio\Shit\YARN - Shit - Euphoria (2019) - S01E01 Pilot - Video clips by quotes - 23a32386 - 紗.wav,Shit
